#,From Zip,To Zip,Service Code,Service Description,Pickup Date / Time,Arrival Date / Time,Business Days in Transit,Arrival Day
36,43004,47708,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
37,43004,47710,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
37,43004,47710,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
37,43004,47710,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
37,43004,47710,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
37,43004,47710,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
37,43004,47710,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
37,43004,47710,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
38,43004,47711,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
38,43004,47711,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
38,43004,47711,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
38,43004,47711,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
38,43004,47711,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
38,43004,47711,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
38,43004,47711,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
39,43004,47712,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
39,43004,47712,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
39,43004,47712,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
39,43004,47712,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
39,43004,47712,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
39,43004,47712,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
39,43004,47712,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
40,43004,47713,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
40,43004,47713,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
40,43004,47713,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
40,43004,47713,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
40,43004,47713,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
40,43004,47713,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
40,43004,47713,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
41,43004,47714,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
41,43004,47714,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
41,43004,47714,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
41,43004,47714,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
41,43004,47714,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
41,43004,47714,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
41,43004,47714,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
42,43004,47715,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
42,43004,47715,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
42,43004,47715,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
42,43004,47715,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
42,43004,47715,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
42,43004,47715,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
42,43004,47715,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
43,43004,47716,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
43,43004,47716,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
43,43004,47716,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
43,43004,47716,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
43,43004,47716,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
43,43004,47716,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
43,43004,47716,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
44,43004,47719,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
44,43004,47719,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
44,43004,47719,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
44,43004,47719,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
44,43004,47719,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
44,43004,47719,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
44,43004,47719,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
45,43004,47720,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
45,43004,47720,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
45,43004,47720,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
45,43004,47720,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
45,43004,47720,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
45,43004,47720,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
45,43004,47720,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
46,43004,47721,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
46,43004,47721,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
46,43004,47721,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
46,43004,47721,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
46,43004,47721,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
46,43004,47721,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
46,43004,47721,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
47,43004,47722,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 09:30,1,TUE
47,43004,47722,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
47,43004,47722,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
47,43004,47722,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
47,43004,47722,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
47,43004,47722,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
47,43004,47722,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
48,43004,47724,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
48,43004,47724,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
48,43004,47724,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
48,43004,47724,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
48,43004,47724,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
48,43004,47724,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
48,43004,47724,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
49,43004,47725,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
49,43004,47725,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
49,43004,47725,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
49,43004,47725,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
49,43004,47725,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
49,43004,47725,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
49,43004,47725,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
50,43004,47728,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
50,43004,47728,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
50,43004,47728,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
50,43004,47728,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
50,43004,47728,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
50,43004,47728,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
50,43004,47728,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
51,43004,47730,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
51,43004,47730,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
51,43004,47730,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
51,43004,47730,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
51,43004,47730,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
51,43004,47730,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
51,43004,47730,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
52,43004,47731,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
52,43004,47731,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
52,43004,47731,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
52,43004,47731,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
52,43004,47731,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
52,43004,47731,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
52,43004,47731,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
53,43004,47732,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
53,43004,47732,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
53,43004,47732,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
53,43004,47732,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
53,43004,47732,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
53,43004,47732,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
53,43004,47732,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
54,43004,47733,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
54,43004,47733,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
54,43004,47733,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
54,43004,47733,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
54,43004,47733,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
54,43004,47733,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
54,43004,47733,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
55,43004,47734,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
55,43004,47734,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
55,43004,47734,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
55,43004,47734,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
55,43004,47734,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
55,43004,47734,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
55,43004,47734,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
56,43004,47735,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
56,43004,47735,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
56,43004,47735,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
56,43004,47735,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
56,43004,47735,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
56,43004,47735,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
56,43004,47735,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
57,43004,47736,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
57,43004,47736,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
57,43004,47736,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
57,43004,47736,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
57,43004,47736,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
57,43004,47736,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
57,43004,47736,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
58,43004,47737,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
58,43004,47737,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
58,43004,47737,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
58,43004,47737,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
58,43004,47737,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
58,43004,47737,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
58,43004,47737,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
59,43004,47740,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
59,43004,47740,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
59,43004,47740,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
59,43004,47740,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
59,43004,47740,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
59,43004,47740,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
59,43004,47740,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
60,43004,47747,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
60,43004,47747,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
60,43004,47747,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
60,43004,47747,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
60,43004,47747,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
60,43004,47747,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
60,43004,47747,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
61,43004,47750,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:00,1,TUE
61,43004,47750,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
61,43004,47750,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
61,43004,47750,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
61,43004,47750,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
61,43004,47750,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
61,43004,47750,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
62,43004,47801,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
62,43004,47801,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
62,43004,47801,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
62,43004,47801,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
62,43004,47801,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
62,43004,47801,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
62,43004,47801,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
63,43004,47802,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
63,43004,47802,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
63,43004,47802,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
63,43004,47802,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
63,43004,47802,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
63,43004,47802,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
63,43004,47802,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
64,43004,47803,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
64,43004,47803,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
64,43004,47803,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
64,43004,47803,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
64,43004,47803,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
64,43004,47803,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
64,43004,47803,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
65,43004,47804,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
65,43004,47804,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
65,43004,47804,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
65,43004,47804,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
65,43004,47804,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
65,43004,47804,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
65,43004,47804,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
66,43004,47805,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
66,43004,47805,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
66,43004,47805,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
66,43004,47805,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
66,43004,47805,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
66,43004,47805,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
66,43004,47805,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
67,43004,47807,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
67,43004,47807,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
67,43004,47807,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
67,43004,47807,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
67,43004,47807,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
67,43004,47807,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
67,43004,47807,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
68,43004,47808,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
68,43004,47808,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
68,43004,47808,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
68,43004,47808,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
68,43004,47808,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
68,43004,47808,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
68,43004,47808,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
69,43004,47809,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 08:30,1,TUE
69,43004,47809,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 10:30,1,TUE
69,43004,47809,1DP,UPS Next Day Air Saver,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
69,43004,47809,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
69,43004,47809,2DM,UPS 2nd Day Air A.M.,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
69,43004,47809,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
69,43004,47809,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
70,43004,47831,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
70,43004,47831,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
70,43004,47831,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
70,43004,47831,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
70,43004,47831,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
71,43004,47832,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
71,43004,47832,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
71,43004,47832,GND,UPS Ground,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
71,43004,47832,2DA,UPS 2nd Day Air,2022-07-18  / 19:30 ,2022-07-20 / 23:00,2,WED
71,43004,47832,3DS,UPS 3 Day Select,2022-07-18  / 19:30 ,2022-07-21 / 23:00,3,THU
72,43004,47833,1DM,UPS Next Day Air Early,2022-07-18  / 19:30 ,2022-07-19 / 10:00,1,TUE
72,43004,47833,1DA,UPS Next Day Air,2022-07-18  / 19:30 ,2022-07-19 / 23:00,1,TUE
